,Name,Detail,Main-Description,Sub-Description,Old-Price,New-Price,Color,Fabric,All Sizes,Extra Detail
1471,Floral Tribute,"Embroidered Front, Embroidered Back, Full Sleeves, Round Neck with Slit",Straight Kurta,This lush watermelon delight comprises of a worked self jacquard kurta paired with floral accents.,"Rs.8,490.00","Rs.4,245.00",Peach,Self Jacquard,"XXS,XS,S,M,L,XL",
1472,Magnolia Lace,"Printed Front, Printed Back, Full Sleeves, Ban Neck with Slit",Straight Kurta,"A vivid botanical display adorns this micro modal kurta,","Rs.2,790.00","Rs.1,395.00",Green,Micro Modal,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 9 Inches, 176 cm Model Wears: XS"
1473,Navy Binge,"Printed Front with Embellished Neckline, Printed Back, Full Sleeves, Ban Neckline",Front Open Shirt,This bember grip piece features a printed design and embellished neckline styled in a front-open shirt.,"Rs.7,990.00","Rs.3,995.00",Navy,Bember Grip,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 9 Inches, 176 cm Model Wears: XS"
1474,Peach Lace leaf,"Printed Front with Embellished Neckline, Printed Back, Full Sleeves, Boat Neck",Straight Kurta,"Crafted from a breezy shamoz silk, this peach printed kurta sports an embellished neckline and has an excellent drape.","Rs.8,990.00","Rs.4,495.00",Peach,Pure Silk Shamooz,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 4 Inches, 162.5 cm Model Wears: XS"
1475,Green Mountain,"Printed & Embroidered Front, Printed Back, Full Sleeves, Round Neckline with Slit",Straight Kurta,This gorgeous green textured cotton kurta features whimsical floral and embroidered details.,"Rs.3,490.00","Rs.1,745.00",Green,Textured Cotton,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 9 Inches, 176 cm Model Wears: XS"
1476,Aquamarine stone,"Embroidered Front, Plain Back, Full Sleeves, Boat Neck with Slit",Straight Kurta,A sprawling embroidered motif gives this aqua blended karandi kurta a delicate appeal.,"Rs.7,990.00","Rs.3,995.00",Aqua,Blended Karandi,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 4 Inches, 162.5 cm Model Wears: XS"
1477,Pink Peony A,"Embroidered Front, Plain Back, Full Sleeves, Ban Neck with Placket",Straight Kurta,This unique raw silk look features a dash of sheer accents and a whole lot of embroidered detailing.,"Rs.6,990.00","Rs.3,495.00",Pink,Raw Silk,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 8 Inches, 172.7 cm Model Wears: XS"
1478,Ocean Jewel,"Embroidered Front, Plain Back, Full Sleeves, Y Neckline",3-Piece Straight Kurta with Touser & Dupatta,"This solid oceanic masterpiece features an embroidered khaadi net shirt, raw silk culottes and a blended karandi dupatta.","Rs.14,990.00","Rs.7,495.00",Cadet Blue,Khaddi Net,"XXS,XS,S,M,L,XL",
1479,Daffodils - Trouser,,Boot Cut Pants,These raw silk boot cut trousers feature a bold jewel toned pattern.,"Rs.3,490.00","Rs.1,745.00",Off-White,Raw Silk,"XXS,XS,S,M,L,XL",
1480,Glittering Oasis - Trouser,,Boot Cut Pants,These beige cotton satin trousers come in a fun boot cut and feature an athletic stripe.,"Rs.2,490.00","Rs.1,245.00",Beige,Cotton Satin,"XXS,XS,S,M,L,XL",
1481,Aquamarine Blue,"Embroidered Front, Plain Back, Full Sleeves, Ban Neckline",Straight Kurta,White sea-shell coloured embroidered details and decorative accents adorn this gorgeous light blue jacquard cotton shirt.,"Rs.4,990.00","Rs.2,495.00",Light Blue,Extra Weft Jacquard Cotton,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 9 Inches, 176 cm Model Wears: Xs"
1482,Pastel Garden Bloom,"Embroidered Front, Plain Back, Full Sleeves, Ban Neck with Buttons",Straight Kurta,This pale peach kurta is crafted from jacquard cotton and features a heavily worked front.,"Rs.5,490.00","Rs.2,745.00",Peach,Extra Weft Jacquard Cotton,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 9 Inches, 176 cm Model Wears: XS"
1483,Traditional Green,"Embroidered Front, Printed Back, Full Sleeves, Ban Neck with Slit",Straight Kurta,This blended grip silk comes in a demure pale green colour and features embroidered pink blossoms.,"Rs.7,990.00","Rs.3,995.00",Light Olive Green,Blended Grip Silk,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 9 Inches, 176 cm Model Wears: XS"
1484,Glooming Green-Trouser,,Culottes,These light blue culottes feature linear embroidered details.,"Rs.2,790.00","Rs.1,395.00",Light Blue,Cotton,"XS,S,M,L,XL,XXS","SIZE & FIT: Model Height: 5 Feet 8 Inches, 172.7 cm Model Wears: XS"
1485,Pink Fluence,"Embroidered Front, Plain Back, Full Sleeves, Round Neckline with Slit",Straight Kurta,This rose pink textured cotton shirt features tastefully minimalist embroidery.,"Rs.4,990.00","Rs.2,495.00",Pink,Textured Cotton,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 8 Inches, 172.7 cm Model Wears: XS"
1486,Black Circle,"Printed Front with Embroidered Neckline, Printed Back, Y Neckline, Full Sleeves",Straight Kurta,"This black textured cotton kurta features a delightful design, ideal for a fun summer look.","Rs.2,790.00","Rs.1,395.00",Black,Textured Cotton,"XXS,XS,S,M,L,XL",Style Note:  Pair this gorgeous top with a solid coloured bottom.
1487,Raw Umber,"Printed Front, Printed Back, V Neckline, Full Sleeves",Straight Tunic,This baroque print bember grip shirt comes in a midnight blue colour.,"Rs.6,990.00","Rs.3,495.00",Blue,Bember Grip,"XXS,XS,S,M,L,XL",Style Note:  Pair this top with beige trousers.
1488,Night View,"Printed Front with Embroidered Neck, Printed Back, Band Neck with Placket, Full Sleeves",Straight Kurta,This black textured cotton kurta features a minimalist jewel coloured design and light embroidery along the neckline.,"Rs.3,490.00","Rs.1,745.00",Black,Textured Cotton,"XXS,XS,S,M,L,XL","Style Note: 
Amp up the classy vibe of this look by pairing with a black tulip shalwar."
1489,Fantasy Black,"Printed Front, Printed Back, Round Neckline with Split, Full Sleeves",Straight Shirt,This beautiful printed silky satin shirt features a blooming all-over floral pattern.,"Rs.3,490.00","Rs.1,745.00",Black,Silky Satin,"XXS,XS,S,M,L,XL",Style Note:  A black raw silk trouser would look great with this kurta.
1490,Floral Pink,"Printed Front, Printed Back, Band Neck with Split, Full Sleeves",Straight Shirt,A touch of aquamarine and white complemented by the floral print on this silky satin shirt.,"Rs.3,490.00","Rs.1,745.00",Aquamarine,Silky Satin,"XXS,XS,S,M,L,XL",Style Note:  A white tulip shalwar or cigarette pants are recommended for this look.
1491,Color Blaze,"Plain Front with Embroidered Hem, Plain Back, Y Neckline, Full Sleeves",Straight Kurta,This off white jacquard kurta features an embroidered hemline.,"Rs.3,990.00","Rs.1,995.00",Off White,Jacquard,"XXS,XS,S,M,L,XL",Style Note:  An off-white tulip shalwar would complete this outfit beautifully.
1492,Dusk Beige,"Embroidered Front, Plain back with Embroidered Hem, Round Neckline with Split, Full Sleeves",Straight Kurta,This pale grey kurta features delicate embroidered floral details.,"Rs.6,990.00","Rs.3,495.00",Grey,Silk Cotton Net,"XXS,XS,S,M,L,XL",Style Note:  A solid white trouser will accentuate the delicate floral appeal of this piece.
1493,Mughal Frame,"Printed Front, Printed Back, Y Neckline, Full Sleeves",Straight Tunic,This olive bember grip shirt features unique printed details.,"Rs.6,990.00","Rs.3,495.00",Greenish Beige,Bember Grip,"XXS,XS,S,M,L,XL",Style Note:  Pair this top with beige trousers.
1494,Creamy Off white,"Embroidered Front, Embroidered Back, Round Neckline with Slit, Full Sleeves",Straight Kurta,This dreamy off-white silk georgette chiffon shirt comes in a beautifully embroidered straight cut shirt.,"Rs.11,990.00","Rs.5,995.00",Off White,Silk Georgette Chiffon,"XXS,XS,S,M,L,XL",Style Note:  Pair this solid piece with a matching trouser for a timeless monochromatic look.
1495,Midnight Moon,,Straight Pants,These navy straight pants are crafted from stretchable cotton.,"Rs.1,690.00",Rs.845.00,Navy,Stretchable Cotton,"XXS,XS,S,M,L,XL",Style Note:  This versatile pair can be worn with a variety of tops.
1496,Tulip Elegance-LT-1,,Pleated Shalwar,This pleated shalwar comes in a lovely navy colour and is made from stretchable cotton.,"Rs.1,990.00",Rs.995.00,Navy,Stretchable Cotton,"XXS,XS,S,M,L,XL",
1497,Tranquil Luxury,"Embroidered Front, Embroidered Back, Boat Necklines with side Buttons, Full Sleeves with Embroidery",Frok,This ethereal cream coloured frock is crafted from zari box organza and features delicate gold thread work and beautiful pearl buttons.,"Rs.9,990.00","Rs.4,995.00",Cream,Zarri Box Organza,"XXS,XS,S,M,L,XL",Style Note:  A classic pair of pearl drop or delicate crystal hoop earrings would be the perfect accessory for this lady-like piece.
1498,Mysterious,,Cigarette Pants,"These black cigarette pants are crafted from zari cotton, and feature embroidered accents.","Rs.2,490.00","Rs.1,618.50",Black,Zari Cotton,"XXS,XS,S,M,L,XL",Style Note:  These versatile trousers can be worn with both embroidered and plain tops.
1499,Blue Dust,,Cigarette Pants,This lavish navy blue trousers are made from festive jacquard and feature embroidered details.,"Rs.2,490.00","Rs.1,618.50",Navy,Extra Weft Jacquard,"XXS,XS,S,M,L,XL",Style Note:  This statement piece can be worn with both embroidered and minimalist looks.
1500,Kalliope Song,"Printed Front, Printed Back, Three Quarter Sleeves, Y Neckline",Straight Kurt,a,"Rs.4,200.00","Rs.2,100.00",Green,Poly Satin Silk,"XXS,XS,S,M,L,XL,XXL",
1501,Orange Nectar,"Printed Front, Printed Back, Y Neckline, Full Sleeves",Straight Tunic,This deep aubergine bember grip shirt features a fiery oriental print all over the front and back.,"Rs.6,990.00","Rs.3,495.00",Purple,Bember Grip,"XXS,XS,S,M,L,XL",Style Note:  A dark purple trouser would complete this look in a befitting manner.
1502,Opal Black,,Cigarette Pants,These black cigarette pants are made from stretchable cotton.,"Rs.1,690.00","Rs.1,098.50",Black,Stretchable Cotton,"XXS,XS,S,M,L,XL",Style Note:  This versatile pair can be worn with a variety of tops.
1503,Magnus,,Cigarette Pants,These black cigarette pants are made from yarn dyed fabric.,"Rs.2,490.00","Rs.1,618.50",Black,Yarn Dyed,"XXS,XS,S,M,L,XL",Style Note:  This versatile pair can be worn with a variety of tops.
1504,Petra Blue,,Boot Cut Pants,These navy boot cut pants are made from yarn dyed fabric.,"Rs.2,490.00","Rs.1,245.00",Navy,Yarn Dyed,"XXS,XS,S,M,L,XL",Style Note:  This versatile pair can be worn with a variety of tops.
1505,Mocca Love,,Culottes,These beige cotton satin culottes are perfect for the summer.,"Rs.2,490.00","Rs.1,245.00",Beige,Cotton satin,"XXS,XS,S,M,L,XL",Style Note:  This versatile pair can be worn with a variety of tops.
1506,Blooming Yard,"Embroidered Front, Plain Back, Full Sleeves With Embroidery, Ban Neckline With Placket",Straight Kurta,This glowing verdant piece comprises of an embroidered polyester organza material.,"Rs.6,990.00","Rs.3,495.00",White,Polyester Organza,"XXS,XS,S,M,L,XL",
1507,Andaz E Shahi,"Embroidered Front, Plain Back, Full Sleeves With Embroidery, V Neckline",Angrakha,This feminine and dainty angrakha style top is crafted from silk cotton net.,"Rs.6,990.00","Rs.3,495.00",Light Pink,Silk Cotton Net,"XXS,XS,S,M,L,XL",
1508,Graphite Stone B,"Embroidered Front, Plain Back With Embellished Hem, Full Sleeves With Embroidery, Y Neckline",Front Slit Shirt,This elegant grey raw silk shirt features fine embroidered details.,"Rs.6,990.00","Rs.3,495.00",Grey,Raw silk,"XXS,XS,S,M,L,XL",
1509,Black Widow,"Embroidered Front, Plain Back With Embroidered Hem, Full Sleeves With Embroidery, Boat Neck",Straight Kurta,This sleek black organza piece features linear embroidered motifs.,"Rs.5,450.00","Rs.2,725.00",Black,Organza,"XXS,XS,S,M,L,XL",
1510,Black Ascents,"Embroidered Front, Plain Back, Full Sleeves With Embroidery, V Neckline",Straight Kurta,This black raw silk shirt features lovely sheer panels and blue floral motifs.,"Rs.6,990.00","Rs.3,495.00",Black,Raw Silk,"XXS,XS,S,M,L,XL",
1511,Sprouting Cream,"Embroidered Front, Plain Back, Full Sleeves, Ban Neckline With Placket",Straight Kurta,This peachy perfect look features elegant sheer panels and embroidered details.,"Rs.6,990.00","Rs.3,495.00",Cream,Cotton Net,"XXS,XS,S,M,L,XL",
1512,Gilded Rose,"Embroidered Front, Plain Back With Embroidered Hem, Full Sleeves With Embroidered Patti, Round Neckline",Straight Kurta,A heavily worked neckline adds to the traditional appeal of this pale peach bember grip shirt.,"Rs.6,990.00","Rs.3,495.00",Light Peach,Bember Grip,"XXS,XS,S,M,L,XL",
1513,Black Jewelled,"Embroidered Front, Plain Back, Full Sleeves With Embroidery, V Neckline",Straight Kurta,This embroidered organza shirt is one for the books.,"Rs.5,990.00","Rs.2,995.00",Black,Organza,"XXS,XS,S,M,L,XL",
1514,Roso Colon,"Embroidered Front, Embellished Back, Full Sleeves With Embroidery, Y Neckline",Straight Kurta,This white organza shirt features a delightful contrast trim.,"Rs.6,990.00","Rs.3,495.00",White,Organza,"XXS,XS,S,M,L,XL",
1515,Renaissance Green,"Embroidered Front, Plain Back With Embroidered Hem, Full Sleeves With Embroidery, Round Neckline With Slit",Straight Kurta,"This light green box organza shirt features candy pink embroidery, making for a fun and feminine piece.","Rs.7,990.00","Rs.3,995.00",Light Green,Box Organza,"XXS,XS,S,M,L,XL",
1516,Pearls and Flowers,"Embellished Front, Plain Back, Full Sleeves With Embroidery, Round Neckline With Slit",Straight Kurta,This dreamy white piece is crafted from poly net and raw silk and features delicate embroidered accents.,"Rs.7,990.00","Rs.3,995.00",White,Poly net & raw Silk,"XXS,XS,S,M,L,XL",
1517,Galaxy Blue,,Culottes,These navy culottes are crafted from jacquard and feature extensive thread work.,"Rs.3,490.00","Rs.1,745.00",Navy,Self Jacquard,"XXS,XS,S,M,L,XL",
1518,Charcoal Mirage,,Culottes,These fabulous culottes are made from bember grip and feature fancy sheer details.,"Rs.2,490.00","Rs.1,245.00",Black,Blended Grip,"XXS,XS,S,M,L,XL",
1519,Butterfly Bush,"Printed Front, Printed Back, Full Sleeves, Boat Neckline",Straight Shirt,"Out with the dull, and in with the bold - this digitally print on blended satin silk, this outift just screams summer - and is an exciting take on formal wear.","Rs.4,490.00","Rs.2,245.00",Multi Color,Blended Satin Silk,"XXS,XS,S,M,L,XL",
1520,Nigella Blue,"Printed Front, Printed Back, Full Sleeves, Y Neckline",Straight Kurta,"This digitally printed bember grip shirt features vivid floral details, ideal for wearing in the summer.","Rs.5,990.00","Rs.2,995.00",Blue,Bember Grip,"XXS,XS,S,M,L,XL",
1521,Jewel Sky,"Printed Front With Embellished Neck Patti, Printed Back, Full Sleeves, Y Neckline",Straight Kurta,This elegant silk tunic features swirling baroque motifs and Grecian design elements.,"Rs.5,990.00","Rs.2,995.00",Multi,Blended Satin Silk,"XXS,XS,S,M,L,XL",
1522,Cherry Bliss Red,"Plain Front,Plain Back,Full Sleeves,Boat Neck With Key Hole",Fusion Top,This maroon piece features a boat neck with key hole detailing and fun peasant sleeves.,"Rs.3,490.00","Rs.1,745.00",Maroon,Blended Crepe,"XXS,XS,S,M,L,XL",
1523,Delicate Details,"Embroidered Front, Plain Back With Embroidered Hem, Full Sleeves With Embroidered Patti, Y Neckline",Straight Kurta,This cream coloured kameez is made from bember grip and features delicate embroidered details.,"Rs.6,990.00","Rs.3,495.00",Cream,Bember Grip,"XXS,XS,S,M,L,XL",
1524,Empire Blue,"Plain Front,Plain Back,Full Sleeves,Round Neckline",Straight Shirt With Round Hem,This sophisticated blue top is made from textured crepe and features a round hem.,"Rs.3,490.00","Rs.1,745.00",Blue,Textured Box Stripe Crepe,"XXS,XS,S,M,L,XL",
1525,Iridescence,"Embroidered Front, Plain Back With Embroidered Motif, Full Sleeves With Embroidery, Square Neck",Panelled Shirt,"This pistachio coloured piece is a blended grip solid, featured intricate thread work and embellished details.","Rs.7,990.00","Rs.3,995.00",Pistachio,Blended Grip,"XXS,XS,S,M,L,XL",
1526,Veronica,"Plain Front,Plain Back,Full Sleeves,Banned Neckline",Front Open Fusion Top,This elegant bottle green shirt is made from blended crepe.,"Rs.3,490.00","Rs.1,745.00",Green,Blended Crepe,"XXS,XS,S,M,L,XL",
1527,Sun Shine Beige,"Plain Front,Plain Back,Three Quarter Sleeves,Banned Neckline",Frok,This bohemian dress is crafted from a unique textured crepe material.,"Rs.3,490.00","Rs.1,745.00",Beige,Textured Box Stripe Crepe,"XXS,XS,S,M,L,XL",
1528,Yellow Fiesty,"Plain Front,Plain Back,Full Sleeves,Collared Neck",Collar Shirt With Round Hem,This sunny yellow piece is crafted from blended crepe and sports a preppy collar.,"Rs.3,490.00","Rs.1,745.00",Yellow,Blended Crepe,"XXS,XS,S,M,L,XL",
1529,Scout,,Straight Pants,These black raw silk trousers are a must have for your wardrobe.,"Rs.2,990.00","Rs.1,495.00",Black,Raw Silk,"XXS,XS,S,M,L,XL",
1530,Lady Like,Ready To Wear,Embroidered Straight Pants,Hints of teal embroidery elevate these basic black trousers .,"Rs.2,250.00","Rs.1,125.00",,Dobby Color: Black,"XXS,XS,S,M,L,XL",
1531,White Straight Pants,Ready To Wear,Straight Pants,These cambric trousers feature black colourblocked details.,"Rs.1,490.00",Rs.745.00,White,Plain Cambric,"XXS,XS,S,M,L,XL",
1532,Navy Straight Pants,Ready To Wear,Straight Pants,These easy breezy navy pants are perfect for wearing all summer round.,"Rs.1,490.00",Rs.745.00,,Plain Cambric Color: Navy,"XXS,XS,S,M,L,XL",
1533,Off-White Shalwar,Ready To Wear,Shalwar,"Strut into spring in Sapphire's latest Ready-to-Wear collection. A curation of fresh styles, dazzling prints and flattering cuts featuring high quality fabrics guaranteed to keep you looking and feeling cool this spring.","Rs.1,490.00",Rs.745.00,Off-White,Plain Cambric,"XXS,XS,S,M,L,XL",
1534,Sheer Elegance A,Ready To Wear,Boot cut Pants,"Strut into spring in Sapphire's latest Ready-to-Wear collection. A curation of fresh styles, dazzling prints and flattering cuts featuring high quality fabrics guaranteed to keep you looking and feeling cool this spring.","Rs.1,790.00","Rs.1,163.50",Off-White,Cotton Lycra,"XXS,XS,S,M,L,XL",
1535,Floral Ornate,"Printed Front, Printed Back, Full Sleeves, Ban Neck with Placket",Straight Kurta,Tones of berry pinks and currant purples make for a delightful linen kurta.,"Rs.2,790.00","Rs.1,395.00",Purple,Plain Lilen,"XXS,XS,S,M,L,XL",
